fcode	fsubgrp	fname	bunit	diarym	unitfo	dilfac	maxw	nut1	nut2	nut3	nut4	nut5	nut6	nut7	nut8	nut9	nut10	nut11	nut12	nut13	nut14	nut15	nut16	nut17	nut18	nut19	nut20	nut21	nut22	nut23	nut24	nut25	nut26	nut27	nut28	nut29	nut30	nut31	nut32	nut33	nut34	nut35	nut36	nut37	nut38	nut39	nut40	nut41	nut42	nut43	nut44	nut45	nut46	nut47	nut48	nut49	nut50	nut51	nut52	nut53	nut54	nut55
1658	36B	AUBERGINE RAW	100	1	GRAMS	1	1	92.9	2	.2	2.3	15	64	.9	.4	2.2	0	2	210	10	11	16	.3	.01	.2	14	1	0	70	0	.02	.01	.3	4	0	.1	0	18	.1	0	.09	.04	.01	.18	0	0	1.1	.1	.8	0	0	0	2	.1	40	60	0	0	.3	0	2	.14
1659	37R	AUBERGINE FRIED	100	1	Grams	1	300	77.79	2.59	.25	2.98	136.23	563.11	1.16	13.49	2.85	0	2.59	272.72	12.98	14.28	20.77	.38	.01	.25	18.18	2.72	0	90.9	0	.02	.01	.38	5.19	2.88	.12	0	23.37	.12	0	1.28	6.35	1.03	3.97	.14	0	1.42	.12	1.03	0	0	0	2.59	.12	51.94	77.92	0	0	.38	0	2.59	.18
1660	37R	AUBERGINE FRIED	100	1	Grams	1	300	77.79	2.59	.25	2.98	135.71	562.72	1.18	13.49	2.85	0	2.72	273.37	13.37	14.28	20.77	.38	.01	.25	18.18	2.72	0	90.9	0	.02	.01	.38	5.19	4.59	.12	0	23.37	.12	0	1.76	3.07	.29	7.55	0	0	1.42	.12	1.03	0	0	0	2.59	.12	51.94	77.92	0	0	.38	0	2.59	.18
1661	37R	BAMBOO SHOOTS CA	100	1	GRAMS	1	300	95.5	.7	0	6.6	11	45	1.5	.2	.7	0	4	530	13	3	39	.4	.19	1.1	120	2	0	10	0	.09	.06	.7	0	.1	0	0	12	.4	1	.05	.01	.02	.08	0	0	.3	0	.3	0	0	0	1.7	.1	10	0	0	0	.4	0	.7	.24
1662	37C	BEANS BAKED CANN	100	1	GRAMS	1	260	72.9	5.8	9.3	6.6	81	345	4.8	.6	15.1	0	550	300	48	31	95	1.4	.04	.5	810	3	0	70	0	.08	.06	1.3	0	.4	.1	0	33	.2	3	.1	.1	.18	.14	0	0	.9	3.9	1	0	0	0	3.5	.3	70	0	0	0	1.4	5.2	.6	.76
1663	36B	BALOR BEANS RAW	100	1	GRAMS	1	1	88.4	2.4	.6	3.5	23	98	2.7	.1	3	0	1	230	58	37	50	1.2	.1	.4	28	2	0	145	0	.12	.1	.9	18	.1	.1	0	60	.1	1	.02	0	.03	.03	0	0	.8	.5	1.1	0	0	0	3.5	.6	145	0	0	0	1.2	0	2.4	.43
1664	37R	BALOR BEANS CANN	100	1	GRAMS	1	300	90.9	1.6	1.2	3.4	19	83	2	.1	2.8	0	390	66	43	24	25	.9	.26	.9	550	0	0	120	0	0	.01	.5	0	.1	0	0	42	0	1	.02	0	.03	.03	0	0	.5	.4	.7	0	0	0	2.7	.3	120	0	0	0	.9	0	1.6	.32
1665	37R	BROAD BEANS DRIE	100	1	GRAMS	1	1	11	8.1	24.4	33.5	245	1041	26.1	2.1	32.5	0	11	1090	100	190	590	5.5	.82	3.1	81	2	0	139	0	.5	.26	6.8	0	1.4	.4	0	110	1	0	.3	.3	.08	1.02	0	0	.6	3.8	1.5	0	0	2.2	27.6	1.6	136	7	0	0	5.5	0	8.1	4.17
1666	37R	BROAD BEANS FRES	100	1	GRAMS	1	300	82.8	1.3	4.3	3.8	48	204	5.1	.8	5.6	0	20	190	18	19	100	.8	.13	.7	14	4	0	145	0	.03	.06	3.8	20	.4	.1	0	32	3.8	2	.14	.12	.03	.38	0	0	.1	.6	.2	0	0	.4	5.4	.2	142	8	0	0	.8	0	1.3	.81
1667	37R	BROAD BEANS CANN	100	1	GRAMS	1	300	69.9	.8	11.9	3.6	87	370	8.3	.7	12.7	0	290	200	54	29	120	1.7	.09	.9	440	6	0	210	0	.05	.11	2.7	2	.7	.1	0	47	6.7	4	.1	.1	.03	.33	0	0	0	.6	0	0	0	.2	5.2	.4	205	11	0	0	1.7	0	.8	1.32
1668	37R	BROAD BEANS FROZ	100	1	GRAMS	1	300	73.8	1.7	10	4.6	81	344	7.9	.6	11.7	0	8	280	56	36	150	1.6	.32	1	15	6	0	225	0	.03	.06	4.3	8	.6	.1	0	32	3.8	2	.09	.09	.02	.29	0	0	0	1.3	0	0	0	.4	6.5	.3	220	12	0	0	1.6	0	1.7	1.26
1669	37R	BUTTER BEANS CAN	100	1	GRAMS	1	300	74	2.1	10.9	4.1	77	327	5.9	.5	13	0	420	290	15	27	68	1.5	.14	.6	660	2	0	0	0	.05	.03	1.1	0	.3	.1	0	12	.4	4	.12	.03	.13	.12	0	0	0	1.1	0	0	0	1	4.6	.3	0	0	0	0	1.5	0	2.1	.94
1670	37R	BUTTER BEANS DRI	100	1	GRAMS	1	300	70.5	2.8	15.6	4.6	103	437	7.1	.6	18.4	0	9	400	19	38	87	1.7	.16	.9	2	2	0	0	0	.16	.05	1.5	0	.4	.2	0	8	.4	2	.15	.04	.15	.14	0	0	0	1.5	0	0	0	1.3	5.2	.5	0	0	0	0	1.7	0	2.8	1.13
1671	37B	FRENCH BEANS/GRE	100	1	GRAMS	1	150	91	2.1	.8	2.9	22	92	1.8	.5	2.9	0	3	180	34	16	42	1.1	.02	.2	11	2	0	330	0	.06	.04	1	11	.2	.1	0	57	.1	1	.1	.02	.16	.11	0	0	.7	.4	1	0	0	0	2.4	.2	310	39	0	0	1.1	0	2.1	.28
1672	36B	CLUSTER/GUARE BE	100	1	GRAMS	1	1	87	2.9	.1	3.9	23	96	2.6	.1	3	0	1	310	150	71	45	2.5	.13	.9	23	2	0	145	0	.24	.13	1.1	18	.1	.1	0	60	.1	1	.02	0	.03	.03	0	0	.9	.6	1.4	0	0	0	3	.9	145	0	0	0	2.5	0	2.9	.41
1673	37R	HARICOT BEANS DR	100	1	GRAMS	1	300	69.6	1.4	15.8	6.7	95	406	6.6	.5	17.2	0	15	320	65	45	120	2.5	.14	1	1	1	0	0	0	.1	.04	1.7	0	.1	.1	0	20	.2	0	.1	.12	.07	.08	0	0	.1	.7	0	0	0	.6	6.1	.7	0	0	0	0	2.5	0	1.4	1.05
1674	37R	HARICOT BEANS/CA	100	1	GRAMS	1	300	69.6	1.4	15.8	6.7	71	304	.6	.5	17.2	0	15	320	65	45	120	2.5	.14	1	1	1	0	0	0	.1	.04	1.7	0	.1	.1	0	20	.2	0	.1	.12	.07	.08	0	0	.1	.7	0	0	0	.6	6.1	.7	0	0	0	0	2.5	0	1.4	.09
1675	37R	RED KIDNEY BEANS	100	1	GRAMS	1	1	11.2	6.1	38	23.4	266	1133	22.1	1.4	44.1	0	18	1370	100	150	410	6.4	.68	3	2	2	0	11	0	.65	.19	5.6	4	.5	.4	0	130	.8	0	.15	.08	.55	.31	0	0	.2	2.2	.1	0	0	3.6	15.7	1.2	11	0	0	0	6.4	0	6.1	3.53
1676	37R	RED KIDNEY BEANS	100	1	GRAMS	1	300	67.5	5	12.8	8.5	100	424	6.9	.6	17.8	0	390	280	71	30	130	2	0	.7	640	2	0	4	0	.21	.06	1.7	0	.2	.1	0	8	.1	2	.12	.06	.16	.14	0	0	.1	3.3	.1	0	0	1.4	6.2	.3	4	0	0	0	2	0	5	1.1
1677	37R	RED KIDNEY BEANS	100	1	GRAMS	1	300	66	2.9	14.5	9	103	440	8.4	.5	17.4	0	2	420	37	45	130	2.5	.23	1	1	1	0	4	0	.17	.05	1.9	1	.2	.1	0	42	.2	0	.2	.17	.01	.04	0	0	.1	.8	0	0	0	1.9	6.7	.5	4	0	0	0	2.5	0	2.9	1.34
1678	37R	MUNG BEANS-DRIED	100	1	GRAMS	1	1	11	5.4	40.9	13.9	279	1188	23.9	1.1	46.3	0	12	1250	89	150	360	6	.47	2.7	12	2	0	24	0	.36	.26	5.9	0	.5	.4	0	140	1.9	0	.3	.12	.08	.38	0	0	.2	1	.3	0	0	3.9	10	.8	12	12	12	0	6	0	5.4	3.82
1679	37R	PAPRI BEANS CANN	100	1	GRAMS	1	300	88.2	.4	2.9	4.1	26	110	3	.2	3.2	0	350	80	52	23	34	1.3	.21	.8	510	2	0	400	0	.03	.03	.7	5	.2	0	0	30	0	1	.03	0	.06	.05	0	0	.1	.1	.2	0	0	0	2.5	.2	400	0	0	0	1.3	0	.4	.48
1680	37R	PAPRI BEANS BOIL	100	1	GRAMS	1	300	88.2	.4	2.9	4.1	26	110	3	.2	3.2	0	350	80	52	23	34	1.3	.21	.8	510	2	0	400	0	.03	.03	.7	5	.2	0	0	30	0	1	.03	0	.06	.05	0	0	.1	.1	.2	0	0	0	2.5	.2	400	0	0	0	1.3	0	.4	.48
1681	37B	RUNNER BEANS FRE	100	1	GRAMS	1	150	92.8	2	.3	3.1	18	76	1.2	.5	2.3	0	1	130	22	14	21	1	.01	.2	5	0	0	120	0	.05	.02	.3	10	.2	0	0	42	0	1	.1	.02	.16	.11	0	0	.6	.5	.9	0	0	0	1.9	.2	113	14	0	0	1	0	2	.19
1682	37B	RUNNER BEANS CAN	100	1	GRAMS	1	150	90.3	2	.3	3.1	18	76	1.2	.5	2.3	0	340	110	53	12	29	1.9	.04	.2	470	0	0	315	0	.02	.05	.4	0	.2	.1	0	10	0	1	.1	0	.15	.15	0	0	.6	.5	.9	0	0	0	1.9	.2	300	32	0	0	1.9	0	2	.19
1683	37B	RUNNER BEANS FRO	100	1	GRAMS	1	150	90	2.1	.3	3.1	17	71	1.7	.1	2.4	0	8	160	56	17	33	.6	.05	.2	21	2	0	180	0	.05	.09	.9	7	.1	.1	0	56	0	1	.02	0	.03	.02	0	0	.6	.5	.9	0	0	0	1.9	.2	170	21	0	0	.6	0	2.1	.27
1684	37R	SOYA BEANS DRIED	100	1	GRAMS	1	1	8.5	11	4.8	25.4	370	1551	35.9	18.6	15.8	0	5	1730	240	250	660	9.7	1.55	4.3	7	6	0	12	0	.61	.27	7.9	0	2.9	.4	0	370	.8	65	2.31	3.53	1.18	7.87000000000001	0	0	.2	4.8	.5	0	0	5.5	15.7	2.6	12	0	0	0	9.7	0	11	6.29
1685	37R	SOYA BEANS BOILE	100	1	GRAMS	1	300	64.3	3.2	1.9	7.9	141	590	14	7.3	5.1	0	1	510	83	63	250	3	.32	.9	3	2	0	6	0	.12	.09	2.7	0	1.1	.2	0	54	.2	25	.91	1.38	.46	3.09	0	0	.1	1.9	.2	0	0	1.1	6.1	.7	6	0	0	0	3	0	3.2	2.45
1686	37R	SOYA BEAN CURD T	100	1	GRAMS	1	300	85	.4	.3	.3	73	304	8.1	4.2	.7	0	4	63	510	23	95	1.2	.2	.7	16	2	0	2	0	.06	.02	1.4	0	1	.1	0	15	.1	25	.59	1.02	.02	2.35	0	0	0	.2	0	0	0	.1	.2	.4	2	0	0	0	1.2	0	.4	1.42
1687	37R	SOYA BEAN THREAD	100	1	GRAMS	1	300	11	23.3	0	.3	413	1739	45.1	16.2	23.3	0	4	63	330	23	95	1.1	.2	.7	16	2	0	2	0	.06	.02	1.4	0	1	.1	0	15	.1	25	2.28	3.92	.09	9.08	0	0	0	23.2	0	0	0	0	.2	.4	2	0	0	0	1.1	0	23.3	7.91
1688	36B	BEANSPROUTS MUNG	100	1	GRAMS	1	100	90.4	2.2	1.8	5.6	31	131	2.9	.5	4	0	5	74	20	18	48	1.7	.08	.3	15	2	0	40	0	.11	.04	1	7	1.7	.1	0	61	.4	1	.15	.07	.1	.08	0	0	1.1	0	1.1	0	0	0	1.5	.3	20	20	20	0	1.7	0	2.2	.46
1689	37R	BEANSPROUTS CANN	100	1	GRAMS	1	300	95.4	.4	.4	2.7	10	44	1.6	.1	.8	0	80	36	13	10	20	1	.09	.8	120	2	0	17	0	.02	.03	.5	1	.3	0	0	12	.4	1	.03	.01	.02	.02	0	0	.2	0	.2	0	0	0	.7	.3	9	8	8	0	1	0	.4	.25
1690	36B	BEETROOT UNCOOKE	100	1	GRAMS	1	50	87.1	7	.6	2.8	36	154	1.7	.1	7.6	0	66	380	20	11	51	1	.02	.4	59	2	0	20	0	.01	.01	.4	5	0	0	0	150	.1	0	.02	.03	0	.05	0	0	.2	6.7	.1	0	0	0	1.9	.7	10	20	0	0	1	0	7	.27
1691	37R	BEETROOT BOILED	100	1	GRAMS	1	300	82.4	8.8	.7	2.3	46	195	2.3	.1	9.5	0	110	510	29	16	87	.8	.03	.5	76	2	0	27	0	.01	.01	.4	5	0	0	0	110	.1	0	.02	.03	0	.05	0	0	.2	8.5	.1	0	0	0	1.9	.9	14	27	0	0	.8	0	8.8	.36
1692	36B	BROCCOLI SPEARS	100	1	GRAMS	1	50	88.2	1.7	.1	3.1	33	138	4.4	.9	1.8	0	8	370	56	22	87	1.7	.02	.6	100	2	0	575	0	.1	.06	1.7	87	1.3	.1	0	90	.2	1	.16	.07	.11	.38	0	0	.5	.2	.8	0	0	.2	2.6	.2	575	0	0	0	1.7	0	1.7	.7
1693	37D	BROCCOLI SPEARS	100	1	GRAMS	1	250	91.1	1.1	0	3.7	24	100	3.1	.8	1.1	0	13	170	40	13	57	1	.02	.4	23	2	0	475	0	.05	.05	1.3	44	1.1	.1	0	64	.5	0	.21	.06	.1	.33	0	0	.3	.1	.5	0	0	.2	2.3	.2	475	0	0	0	1	0	1.1	.49
1694	37D	BROCCOLI SPEARS	100	1	GRAMS	1	250	89.9	1.7	.8	4.2	31	129	3.3	.9	2.5	0	13	240	37	18	67	.6	.05	.3	23	2	0	540	0	.06	.05	1.3	64	1.1	.1	0	64	.3	0	.13	.06	.29	.09	0	0	.6	.2	.7	0	0	.2	3.6	.2	540	0	0	0	.6	0	1.7	.52
1695	36B	BRUSSELS SPROUTS	100	1	GRAMS	1	1	84.3	3.3	.8	3.8	42	177	3.5	1.4	4.1	0	6	450	26	8	77	.7	.02	.5	38	1	0	215	0	.15	.11	.9	115	1	.4	0	135	1	0	.29	.11	.5	.22	0	0	1.1	.7	1.3	0	0	.2	4.1	.2	215	0	0	0	.7	0	3.3	.56
1696	37D	BRUSSELS SPROUTS	100	1	GRAMS	1	250	86.9	3.2	.3	2.6	35	153	2.9	1.3	3.5	0	2	310	20	13	61	.5	.03	.3	16	1	0	320	0	.07	.09	.5	60	.9	.2	0	110	.3	0	.27	.1	.47	.2	0	0	1.3	.6	1.1	0	0	.2	3.1	.2	320	0	0	0	.5	0	3.2	.46
1697	37D	BRUSSELS SPROUTS	100	1	GRAMS	1	250	89.5	2.2	.2	2.2	28	120	2.6	1	2.4	0	170	210	30	10	53	.7	.03	.2	240	1	0	230	0	.06	.1	.9	18	.7	.2	0	55	.1	0	.21	.08	.36	.15	0	0	.9	.4	.8	0	0	.1	2.6	.1	230	0	0	0	.7	0	2.2	.41
1698	37D	BRUSSELS SPROUTS	100	1	GRAMS	1	250	86.8	2.4	.4	3.6	35	148	3.5	1.3	2.5	0	8	340	29	17	66	.6	.04	.4	15	1	0	320	0	.09	.08	.7	69	.9	.3	0	59	.3	0	.3	.1	.49	.21	0	0	1	.5	.9	0	0	0	4.3	.2	320	0	0	0	.6	0	2.4	.56
1699	37G	BUBBLE & SQUEK,F	100	1	Grams	1	400	77.56	1.43	8.38	1.58	123.86	515.6	1.43	9.03	9.81	0	9.2	193.2	15.84	8.68	25.55	.35	.04	.2	27.08	3.53	0	20.44	0	.1	.01	.61	13.28	2.12	.2	0	20.44	.25	0	.82	4.32	.73	2.61	.09	0	.61	.3	.51	0	0	0	1.38	.15	20.44	0	0	0	.35	0	1.43	.22
1700	36B	CABBAGE - RED RA	100	1	GRAMS	1	100	90.7	3.6	.1	3.1	21	89	1.1	.3	3.7	0	8	250	60	9	37	.4	.01	.1	45	2	0	15	0	.02	.01	.6	55	.2	.1	0	39	.3	0	.05	.03	.09	.07	0	0	1.5	.4	1.4	0	0	.3	2.5	.2	15	0	0	0	.4	0	3.6	.17
1701	37R	CABBAGE - RED FR	100	1	GRAMS	1	300	92.6	2.2	.1	2.5	15	61	.8	.3	2.3	0	13	130	44	6	34	.3	.01	.1	9	2	0	12	0	.02	.01	.3	32	.2	0	0	31	.2	0	.05	.03	.09	.07	0	0	.9	.2	.9	0	0	.2	2	.2	12	0	0	0	.3	0	2.2	.12
1702	37G	RED CABBAGE DISH	100	1	Grams	1	400	85.34	3.14	.06	1.94	73.14	301.22	.66	6.45	3.21	0	316.5	117.89	31.59	5.22	26.29	.26	.01	.09	476.15	4.56	62.29	43.26	.05	.02	0	.26	21.7	.33	.03	0	20.33	.13	.3	4.16	1.32	.1	.13	.27	17.57	.97	.38	1.49	0	0	.29	1.55	.12	42.34	0	1.83	0	.26	.61	2.53	.1
1703	36B	CABBAGE - SAVOY	100	1	GRAMS	1	100	88.1	3.8	.1	3.1	27	114	2.1	.5	3.9	0	5	320	53	7	44	1.1	.03	.3	48	2	0	995	0	.15	.03	1	62	.2	.2	0	150	.2	0	.09	.05	.18	.14	0	0	1.9	.2	1.7	0	0	0	3.1	.2	995	0	0	0	1.1	0	3.8	.33
1704	37D	CABBAGE - SAVOY	100	1	GRAMS	1	250	92.5	2	.2	2.6	17	70	1.1	.5	2.2	0	8	140	37	4	26	.4	.03	.3	10	2	0	625	0	.1	.02	.7	19	.2	.1	0	39	.1	0	.09	.05	.18	.14	0	0	1	.1	.9	0	0	0	2	.2	625	0	0	0	.4	0	2	.17
1705	37D	CABBAGE SPRING -	100	1	GRAMS	1	250	92.2	1.4	.2	3.4	20	82	1.9	.7	1.6	0	10	160	75	8	29	1.4	.02	.3	16	2	0	2270	0	.05	.06	1.5	77	.2	.2	0	66	.3	0	.11	.06	.21	.16	0	0	.7	.1	.6	0	0	0	2.6	.5	2255	0	23	0	1.4	0	1.4	.3
1706	36B	CABBAGE-WHITE FR	100	1	GRAMS	1	100	90.7	4.9	.1	2.4	27	113	1.4	.2	5	0	7	240	49	6	29	.5	.01	.2	40	2	0	40	0	.12	.01	.5	35	.2	.2	0	34	.2	0	.03	.02	.06	.05	0	0	2.3	.5	2.1	0	0	0	2.1	.2	40	0	0	0	.5	0	4.9	.22
1707	36B	CABBAGE - WINTER	100	1	GRAMS	1	1	89.7	3.8	.1	3.1	25	107	1.8	.4	3.9	0	3	270	68	6	46	.6	.02	.4	45	2	0	340	0	.22	.02	.6	49	.2	.2	0	78	.2	0	.07	.04	.15	.11	0	0	1.9	.2	1.7	0	0	0	2.3	.2	340	0	0	0	.6	0	3.8	.28
1708	37D	CABBAGE-WINTER K	100	1	GRAMS	1	250	92.5	2.3	.2	2.5	18	75	.8	.6	2.5	0	5	130	42	3	31	.3	.01	.1	9	2	0	100	0	.12	.02	.4	19	.2	.1	0	43	.1	0	.11	.06	.24	.19	0	0	1.1	.1	1	0	0	0	2.1	.2	100	0	0	0	.3	0	2.3	.12
1709	37D	CABBAGE FROZEN B	100	1	GRAMS	1	250	92.2	3.1	.1	3.7	22	92	1.3	.5	3.2	0	7	170	54	8	28	.3	.02	.1	20	2	0	26	0	.04	.03	.4	22	.1	.1	0	53	.1	0	.03	.05	.18	.14	0	0	1.3	.6	1.2	0	0	0	2.9	.1	26	0	0	0	.3	0	3.1	.2
1710	36A	CARROTS OLD FRES	100	1	GRAMS	1	130	89.8	7.6	.3	2.6	35	146	.6	.3	7.9	0	25	170	25	3	15	.3	.02	.1	33	2	0	8115	0	.1	.01	.3	6	.6	.1	0	12	.3	1	.06	.02	.02	.14	0	0	2.3	3.2	1.9	0	0	.2	2.4	.1	6905	2425	0	0	.3	0	7.6	.09
1711	37E	CARROTS OLD FRES	100	1	GRAMS	1	150	90.5	4.7	.2	2.8	24	100	.6	.4	4.9	0	50	120	24	3	17	.4	.01	.1	31	2	0	7560	0	.09	0	.1	2	.6	.1	0	16	.2	0	.09	.03	.03	.21	0	0	1.4	2	1.2	0	0	.1	2.5	.1	6430	2260	0	0	.4	0	4.7	.09
1712	36A	CARROTS-YOUNG-FR	100	1	GRAMS	1	130	88.8	5.8	.2	2.6	30	125	.7	.5	6	0	40	240	34	9	25	.4	.02	.2	39	2	0	5330	0	.04	.02	.3	4	.6	.1	0	28	.3	1	.1	.03	.03	.23	0	0	1.7	2.4	1.5	0	0	.2	2.4	.1	4355	1765	190	0	.4	0	5.8	.11
1713	37E	CARROTS-YOUNG-FR	100	1	GRAMS	1	150	90.7	4.2	.2	2.7	22	93	.6	.4	4.4	0	23	160	30	6	15	.4	.02	.2	28	2	0	4425	0	.05	.01	.2	2	.6	.1	0	17	.2	0	.09	.03	.03	.21	0	0	1.3	1.8	1.1	0	0	0	2.3	.1	3615	1465	155	0	.4	0	4.2	.09
1714	37E	CARROTS-FROZEN B	100	1	GRAMS	1	150	91.9	3.4	1.3	2.8	22	93	.4	.3	4.7	0	35	110	30	5	19	.3	.02	.1	27	2	0	6445	0	.03	.03	.4	2	.6	.1	0	15	.2	0	.1	0	.03	.17	0	0	.8	1.8	.7	0	0	.1	2.3	.1	5485	1925	0	0	.3	0	3.4	.06
1715	37E	CARROTS-CANNED D	100	1	GRAMS	1	150	91.9	3.8	.4	2.3	20	87	.5	.3	4.2	0	370	110	25	5	14	.6	.04	.1	490	2	0	3370	0	.01	.02	.3	1	.6	.1	0	8	.1	0	.06	.02	.02	.14	0	0	.8	2.2	.7	0	0	.1	1.9	.1	2900	940	0	0	.6	0	3.8	.08
1716	36B	CASSAVA-FRESH RA	100	1	GRAMS	1	1	64.5	1.5	35.3	1.7	142	607	.6	.2	36.8	0	5	330	18	21	34	.5	.09	.6	10	3	0	0	0	.06	.02	.6	31	.1	0	0	19	.6	0	.02	0	.02	.1	0	0	.2	1.1	.1	0	.1	0	1.6	.2	0	0	0	0	.5	0	1.5	.09
1717	37G	HUMMUS CANNED	100	1	GRAMS	1	100	61.4	2.3	9.3	3.2	187	781	7.6	12.6	11.6	0	670	190	41	62	160	1.9	.3	1.4	670	3	0	44	0	.16	.05	2.1	1	3	.1	0	37	.4	0	2.12	6.52	.09	2.84	0	0	0	1.7	.2	0	0	.4	2.4	.5	44	0	0	0	1.9	0	2.3	1.21
1718	36B	CAULIFLOWER FRES	100	1	GRAMS	1	50	88.4	2.6	.4	1.9	34	142	3.6	.9	3	0	9	380	21	17	64	.7	.03	.6	28	0	0	50	0	.17	.05	1.5	43	.2	.3	0	66	.6	2	.16	.07	.38	.11	0	0	1.3	.1	1.1	0	0	.1	1.8	.3	50	0	0	0	.7	0	2.6	.57
1719	37R	CAULIFLOWER-FRES	100	1	GRAMS	1	300	90.6	1.9	.2	1.6	28	117	2.9	.9	2.1	0	4	120	17	12	52	.4	.02	.4	14	0	0	60	0	.07	.04	1.1	27	.1	.1	0	51	.4	1	.16	.07	.38	.11	0	0	.9	.1	.8	0	0	.1	1.6	.2	60	0	0	0	.4	0	1.9	.46
1720	37R	CAULIFLOWER-FROZ	100	1	GRAMS	1	300	93.1	1.6	.4	1.6	20	85	2	.5	2	0	7	210	21	8	38	.3	.02	.2	12	0	0	60	0	.02	.04	.8	31	.1	.1	0	20	.4	1	.1	.05	.23	.07	0	0	.6	.3	.6	0	0	.1	1.2	.1	60	0	0	0	.3	0	1.6	.32
1721	37G	CAULIFLOWER BOIL	100	1	Grams	1	400	84.92	2.76	2.18	1.29	67.33	280.51	3.27	3.92	4.94	0	143.92	131.35	47.23	12.66	66.63	.38	.02	.42	231.1	6.86	29.85	76.32	.21	.06	.07	1.02	20.38	.22	.1	.1	39.56	.37	1.3	1.71	.99	.29	.24	.38	11.33	.68	.08	.61	1.3	0	.07	1.27	.16	76.32	0	0	0	.38	0	2.76	.52
1722	37G	CAULIFLOWER CHEE	100	1	Grams	1	400	79.91	2.54	2	1.18	102.04	424.28	5.49	6.96	4.54	0	197.5	127.96	113.74	14.05	109.03	.38	.02	.61	312.65	10.11	59.16	91.98	.22	.06	.1	1.53	18.68	.25	.1	.2	39.5	.38	1.49	3.69	1.69	.3	.3	.51	20.17	.62	.07	.56	1.2	0	.06	1.17	.15	91.98	0	0	0	.38	0	2.54	.87
1723	37G	CAULIFLOWER BHAJ	100	1	Grams	1	200	40.78	2.49	24.91	2.72	328.26	1367.04	5.67	22.5	27.41	0	281.38	330.95	42.72	22.15	90.12	1.34	.1	.84	453.12	5.94	0	119.26	0	.16	.04	1.87	29.13	5.46	.26	0	30.08	.48	1.7	2.09	10.58	1.97	6.42	.23	0	1.09	.36	.96	0	0	.06	2.32	.53	119.26	0	0	0	1.34	0	2.49	.95
1724	37R	CELERIAC FRESH B	100	1	GRAMS	1	300	90.3	1.5	.4	4.4	15	62	.9	.5	1.9	0	91	330	34	13	52	.7	.03	.2	22	3	0	26	0	.13	.02	.4	6	.2	.1	0	37	.1	0	.11	.08	0	.21	0	0	.2	1	.3	0	0	0	3.2	.1	13	13	13	0	.7	0	1.5	.14
1725	36B	CELERY-FRESH RAW	100	1	GRAMS	1	100	95.1	.9	0	1.6	7	32	.5	.2	.9	0	60	320	41	5	21	.4	.01	.1	130	2	0	50	0	.06	.01	.4	8	.2	0	0	16	.4	0	.04	.03	0	.08	0	0	.4	.2	.3	0	0	0	1.1	.1	50	0	0	0	.4	0	.9	.08
1726	37R	CELERY FRESH BOI	100	1	GRAMS	1	300	95.2	.8	0	2	8	34	.5	.3	.8	0	60	230	45	4	20	.3	.01	.1	130	2	0	50	0	.06	.01	.1	4	.2	0	0	10	.3	0	.07	.05	0	.13	0	0	.3	.2	.3	0	0	0	1.2	.1	50	0	0	0	.3	0	.8	.08
1727	37R	CELERY-CANNED DR	100	1	GRAMS	1	300	95.2	.8	0	2	8	34	.5	.3	.8	0	160	230	45	4	20	.3	.01	.1	250	2	0	50	0	.06	.01	.1	2	.2	0	0	10	.3	0	.07	.05	0	.13	0	0	.3	.2	.3	0	0	0	1.2	.1	50	0	0	0	.3	0	.8	.08
1728	36B	CHICORY FRESH RA	100	1	GRAMS	1	100	94.3	.7	.2	1.3	11	45	.5	.6	.9	0	1	170	21	6	27	.4	.05	.2	25	2	0	120	0	.14	0	.3	5	.2	0	0	14	.4	0	.16	.01	.04	.25	0	0	.3	0	.4	0	0	0	.9	.3	120	0	0	0	.4	0	.7	.08
1729	36B	CHINESE LEAVES F	100	1	GRAMS	1	100	88.9	.2	.1	2.6	18	75	3.5	.3	.3	0	13	620	270	130	65	3	.13	.6	14	2	0	1725	0	.07	.22	1.6	42	.5	.2	0	85	.1	1	.07	.06	0	.11	0	0	0	0	.2	0	0	0	1.8	1	1585	185	93	0	3	0	.2	.56
1730	36B	CHO CHO-FRESH RA	100	1	GRAMS	1	100	93.7	3.1	.5	2.3	17	74	.7	.1	3.7	0	5	150	16	17	25	.4	.15	.2	42	3	0	50	0	.02	.03	.6	15	0	0	0	11	.5	0	.03	0	.02	.02	0	0	1.4	0	1.7	0	0	0	1.1	0	20	42	20	0	.4	0	3.1	.11
1731	36B	COLESLAW	100	1	Grams	1	200	74.97	9.69	.1	1.58	143.35	594	1.26	11.22	9.8	0	379.78	153.57	32.78	6.42	32.78	.45	.01	.21	602.78	5.21	3.21	1762.14	.06	.08	.03	.38	16.28	3.96	.1	.17	18.21	.32	2	1.4	2.22	.13	6.88	0	15.35	2.15	5.5	1.98	0	0	.04	1.41	.14	1502.85	519.64	0	0	.45	5.96	3.72	.2
1732	36B	COLELAW LOW CALO	100	1	Grams	1	200	83.97	7.01	.17	1.58	88.35	366.85	1.08	6.29	7.19	0	379.78	153.57	32.78	6.42	32.78	.45	.01	.21	602.78	5.21	1.78	1759.28	.03	.07	.01	.31	16.28	2.07	.1	.1	17.5	.22	1.28	.79	1.24	.08	3.84	0	2.5	2.37	2.47	2.12	0	0	.04	1.41	.14	1500	519.64	0	0	.45	3.28	3.72	.17
